



User ID: 0


Parameters of the Don generation
Type=7, min=50, max=1500
Lambda=1, k=1, alpha=1.1, xm=0.081, avg=750, sigma=150
Internal stats of the Don generation: 100000 values, mean=50.108

Distribution of the Don generation
Distrib_type;Start_of_range;Number_of_times
Don;905;0
Don;920;0
Don;934;0
Don;949;0
Don;963;0
Don;978;0
Don;992;0
Don;1007;0
Don;1021;1
Don;1036;0
Don;1050;0
Don;1065;0
Don;1079;0
Don;1094;0
Don;1108;0
Don;1123;0
Don;1137;0
Don;1152;0
Don;1166;0
Don;1181;0
Don;1195;0
Don;1210;0
Don;1224;0
Don;1239;0
Don;1253;0
Don;1268;0
Don;1282;0
Don;1297;0
Don;1311;0
Don;1326;0
Don;1340;0
Don;1355;0
Don;1369;0
Don;1384;0
Don;1398;0
Don;1413;0
Don;1427;0
Don;1442;1
Don;1456;0
Don;1471;0
Don;1485;0
Don;1500;1


Parameters of the Doff generation
Type=5, min=1000, max=1950000
Lambda=0.28, k=0.74, alpha=0.36, xm=1, avg=975000, sigma=195000
Internal stats of the Doff generation: 100000 values, mean=974661

Distribution of the Doff generation
Distrib_type;Start_of_range;Number_of_times
Doff;1000;0
Doff;20490;0
Doff;39980;0
Doff;59470;0
Doff;78960;0
Doff;98450;0
Doff;117940;2
Doff;137430;1
Doff;156920;0
Doff;176410;2
Doff;195900;0
Doff;215390;9
Doff;234880;3
Doff;254370;3
Doff;273860;11
Doff;293350;8
Doff;312840;16
Doff;332330;14
Doff;351820;27
Doff;371310;39
Doff;390800;49
Doff;410290;74
Doff;429780;84
Doff;449270;116
Doff;468760;180
Doff;488250;200
Doff;507740;257
Doff;527230;324
Doff;546720;439
Doff;566210;468
Doff;585700;590
Doff;605190;680
Doff;624680;861
Doff;644170;1053
Doff;663660;1190
Doff;683150;1436
Doff;702640;1608
Doff;722130;1868
Doff;741620;2020
Doff;761110;2295
Doff;780600;2551
Doff;800090;2903
Doff;819580;3059
Doff;839070;3264
Doff;858560;3457
Doff;878050;3622
Doff;897540;3698
Doff;917030;3767
Doff;936520;3893
Doff;956010;4008
Doff;975500;4003
Doff;994990;3957
Doff;1014480;3931
Doff;1033970;3748
Doff;1053460;3635
Doff;1072950;3353
Doff;1092440;3124
Doff;1111930;3029
Doff;1131420;2766
Doff;1150910;2482
Doff;1170400;2288
Doff;1189890;2021
Doff;1209380;1841
Doff;1228870;1590
Doff;1248360;1423
Doff;1267850;1225
Doff;1287340;988
Doff;1306830;831
Doff;1326320;714
Doff;1345810;584
Doff;1365300;423
Doff;1384790;418
Doff;1404280;367
Doff;1423770;268
Doff;1443260;205
Doff;1462750;149
Doff;1482240;138
Doff;1501730;96
Doff;1521220;64
Doff;1540710;57
Doff;1560200;34
Doff;1579690;23
Doff;1599180;21
Doff;1618670;19
Doff;1638160;13
Doff;1657650;8
Doff;1677140;4
Doff;1696630;2
Doff;1716120;3
Doff;1735610;2
Doff;1755100;1
Doff;1774590;1
Doff;1794080;0
Doff;1813570;0
Doff;1833060;0
Doff;1852550;0
Doff;1872040;0
Doff;1891530;2
Doff;1911020;0
Doff;1930510;0
Doff;1950000;0




User ID: 127


Parameters of the Don generation
Type=7, min=50, max=1500
Lambda=1, k=1, alpha=1.1, xm=0.081, avg=750, sigma=150
Internal stats of the Don generation: 100000 values, mean=50.1308

Distribution of the Don generation
Distrib_type;Start_of_range;Number_of_times
Don;50;99933
Don;64;10
Don;79;9
Don;93;6
Don;108;10
Don;122;1
Don;137;3
Don;151;1
Don;166;4
Don;180;2
Don;195;3
Don;209;1
Don;224;0
Don;238;1
Don;253;0
Don;267;2
Don;282;0
Don;296;1
Don;311;0
Don;325;1
Don;340;1
Don;354;0
Don;369;0
Don;383;2
Don;398;0
Don;412;0
Don;427;1
Don;441;0
Don;456;0
Don;470;1
Don;485;0
Don;499;0
Don;514;0
Don;528;1
Don;543;0
Don;557;0
Don;572;1
Don;586;0
Don;601;0
Don;615;0
Don;630;0
Don;644;0
Don;659;0
Don;673;1
Don;688;0
Don;702;0
Don;717;0
Don;731;0
Don;746;0
Don;760;0
Don;775;0
Don;789;0
Don;804;0
Don;818;0
Don;833;0
Don;847;0
Don;862;0
Don;876;0
Don;891;0
Don;905;0
Don;920;0
Don;934;0
Don;949;0
Don;963;0
Don;978;0
Don;992;0
Don;1007;1
Don;1021;0
Don;1036;0
Don;1050;0
Don;1065;0
Don;1079;0
Don;1094;0
Don;1108;0
Don;1123;0
Don;1137;0
Don;1152;1
Don;1166;0
Don;1181;0
Don;1195;0
Don;1210;0
Don;1224;0
Don;1239;0
Don;1253;0
Don;1268;0
Don;1282;0
Don;1297;0
Don;1311;0
Don;1326;0
Don;1340;0
Don;1355;0
Don;1369;0
Don;1384;0
Don;1398;0
Don;1413;0
Don;1427;0
Don;1442;0
Don;1456;0
Don;1471;0
Don;1485;0
Don;1500;2


Parameters of the Doff generation
Type=5, min=1000, max=1950000
Lambda=0.28, k=0.74, alpha=0.36, xm=1, avg=975000, sigma=195000
Internal stats of the Doff generation: 100000 values, mean=974995

Distribution of the Doff generation
Distrib_type;Start_of_range;Number_of_times
Doff;1000;0
Doff;20490;0
Doff;39980;0
Doff;59470;0
Doff;78960;0
Doff;98450;1
Doff;117940;0
Doff;137430;2
Doff;156920;1
Doff;176410;0
Doff;195900;1
Doff;215390;3
Doff;234880;7
Doff;254370;5
Doff;273860;12
Doff;293350;10
Doff;312840;12
Doff;332330;19
Doff;351820;22
Doff;371310;31
Doff;390800;50
Doff;410290;56
Doff;429780;96
Doff;449270;106
Doff;468760;147
Doff;488250;176
Doff;507740;257
Doff;527230;334
Doff;546720;397
Doff;566210;498
Doff;585700;605
Doff;605190;734
Doff;624680;844
Doff;644170;999
Doff;663660;1244
Doff;683150;1417
Doff;702640;1663
Doff;722130;1809
Doff;741620;2088
Doff;761110;2346
Doff;780600;2627
Doff;800090;2764
Doff;819580;3065
Doff;839070;3264
Doff;858560;3383
Doff;878050;3608
Doff;897540;3722
Doff;917030;3879
Doff;936520;3915
Doff;956010;3927
Doff;975500;4006
Doff;994990;3862
Doff;1014480;3833
Doff;1033970;3894
Doff;1053460;3603
Doff;1072950;3419
Doff;1092440;3190
Doff;1111930;3016
Doff;1131420;2727
Doff;1150910;2473
Doff;1170400;2276
Doff;1189890;2040
Doff;1209380;1753
Doff;1228870;1590
Doff;1248360;1437
Doff;1267850;1215
Doff;1287340;1016
Doff;1306830;819
Doff;1326320;738
Doff;1345810;610
Doff;1365300;512
Doff;1384790;416
Doff;1404280;322
Doff;1423770;249
Doff;1443260;212
Doff;1462750;149
Doff;1482240;91
Doff;1501730;100
Doff;1521220;66
Doff;1540710;74
Doff;1560200;43
Doff;1579690;26
Doff;1599180;20
Doff;1618670;17
Doff;1638160;14
Doff;1657650;10
Doff;1677140;5
Doff;1696630;4
Doff;1716120;3
Doff;1735610;0
Doff;1755100;2
Doff;1774590;2
Doff;1794080;0
Doff;1813570;0
Doff;1833060;0
Doff;1852550;0
Doff;1872040;0
Doff;1891530;0
Doff;1911020;0
Doff;1930510;0
Doff;1950000;0




User ID: 128


Parameters of the Don generation
Type=7, min=50, max=1500
Lambda=1, k=1, alpha=1.1, xm=0.081, avg=750, sigma=150
Internal stats of the Don generation: 100000 values, mean=50.0902

Distribution of the Don generation
Distrib_type;Start_of_range;Number_of_times
Don;50;99940
Don;64;19
Don;79;4
Don;93;5
Don;108;5
Don;122;4
Don;137;0
Don;151;2
Don;166;4
Don;180;1
Don;195;1
Don;209;3
Don;224;2
Don;238;1
Don;253;0
Don;267;0
Don;282;0
Don;296;1
Don;311;1
Don;325;0
Don;340;1
Don;354;0
Don;369;0
Don;383;1
Don;398;0
Don;412;0
Don;427;0
Don;441;0
Don;456;0
Don;470;0
Don;485;1
Don;499;0
Don;514;0
Don;528;0
Don;543;0
Don;557;0
Don;572;0
Don;586;0
Don;601;1
Don;615;0
Don;630;0
Don;644;0
Don;659;0
Don;673;0
Don;688;0
Don;702;1
Don;717;0
Don;731;0
Don;746;0
Don;760;0
Don;775;0
Don;789;0
Don;804;0
Don;818;0
Don;833;0
Don;847;0
Don;862;0
Don;876;0
Don;891;0
Don;905;0
Don;920;0
Don;934;0
Don;949;0
Don;963;0
Don;978;0
Don;992;0
Don;1007;0
Don;1021;0
Don;1036;0
Don;1050;0
Don;1065;0
Don;1079;0
Don;1094;0
Don;1108;0
Don;1123;0
Don;1137;0
Don;1152;0
Don;1166;0
Don;1181;0
Don;1195;0
Don;1210;0
Don;1224;0
Don;1239;0
Don;1253;0
Don;1268;0
Don;1282;1
Don;1297;0
Don;1311;0
Don;1326;0
Don;1340;0
Don;1355;0
Don;1369;0
Don;1384;0
Don;1398;0
Don;1413;0
Don;1427;0
Don;1442;0
Don;1456;0
Don;1471;0
Don;1485;0
Don;1500;1


Parameters of the Doff generation
Type=5, min=1000, max=1950000
Lambda=0.28, k=0.74, alpha=0.36, xm=1, avg=975000, sigma=195000
Internal stats of the Doff generation: 100000 values, mean=975263

Distribution of the Doff generation
Distrib_type;Start_of_range;Number_of_times
Doff;1000;0
Doff;20490;0
Doff;39980;0
Doff;59470;0
Doff;78960;0
Doff;98450;0
Doff;117940;0
Doff;137430;1
Doff;156920;1
Doff;176410;0
Doff;195900;1
Doff;215390;1
Doff;234880;7
Doff;254370;3
Doff;273860;7
Doff;293350;11
Doff;312840;26
Doff;332330;22
Doff;351820;33
Doff;371310;44
Doff;390800;55
Doff;410290;73
Doff;429780;84
Doff;449270;95
Doff;468760;149
Doff;488250;171
Doff;507740;248
Doff;527230;319
Doff;546720;403
Doff;566210;455
Doff;585700;576
Doff;605190;760
Doff;624680;889
Doff;644170;1022
Doff;663660;1178
Doff;683150;1410
Doff;702640;1611
Doff;722130;1848
Doff;741620;2023
Doff;761110;2298
Doff;780600;2548
Doff;800090;2907
Doff;819580;2992
Doff;839070;3256
Doff;858560;3470
Doff;878050;3611
Doff;897540;3789
Doff;917030;3828
Doff;936520;4089
Doff;956010;3868
Doff;975500;3953
Doff;994990;3905
Doff;1014480;3883
Doff;1033970;3731
Doff;1053460;3613
Doff;1072950;3367
Doff;1092440;3291
Doff;1111930;2997
Doff;1131420;2660
Doff;1150910;2568
Doff;1170400;2291
Doff;1189890;2046
Doff;1209380;1854
Doff;1228870;1556
Doff;1248360;1377
Doff;1267850;1237
Doff;1287340;990
Doff;1306830;853
Doff;1326320;715
Doff;1345810;611
Doff;1365300;506
Doff;1384790;402
Doff;1404280;316
Doff;1423770;251
Doff;1443260;193
Doff;1462750;138
Doff;1482240;114
Doff;1501730;105
Doff;1521220;70
Doff;1540710;65
Doff;1560200;46
Doff;1579690;36
Doff;1599180;22
Doff;1618670;19
Doff;1638160;11
Doff;1657650;8
Doff;1677140;6
Doff;1696630;4
Doff;1716120;1
Doff;1735610;3
Doff;1755100;1
Doff;1774590;1
Doff;1794080;1
Doff;1813570;0
Doff;1833060;0
Doff;1852550;0
Doff;1872040;0
Doff;1891530;1
Doff;1911020;0
Doff;1930510;0
Doff;1950000;0




User ID: 129


Parameters of the Don generation
Type=7, min=50, max=1500
Lambda=1, k=1, alpha=1.1, xm=0.081, avg=750, sigma=150
Internal stats of the Don generation: 100000 values, mean=50.1402

Distribution of the Don generation
Distrib_type;Start_of_range;Number_of_times
Don;50;99939
Don;64;9
Don;79;9
Don;93;4
Don;108;8
Don;122;1
Don;137;4
Don;151;2
Don;166;2
Don;180;3
Don;195;2
Don;209;0
Don;224;0
Don;238;0
Don;253;1
Don;267;0
Don;282;2
Don;296;0
Don;311;1
Don;325;0
Don;340;0
Don;354;0
Don;369;0
Don;383;0
Don;398;2
Don;412;0
Don;427;1
Don;441;0
Don;456;0
Don;470;0
Don;485;1
Don;499;1
Don;514;0
Don;528;1
Don;543;0
Don;557;0
Don;572;0
Don;586;0
Don;601;0
Don;615;0
Don;630;0
Don;644;1
Don;659;0
Don;673;0
Don;688;0
Don;702;0
Don;717;0
Don;731;1
Don;746;0
Don;760;0
Don;775;0
Don;789;0
Don;804;0
Don;818;0
Don;833;0
Don;847;0
Don;862;0
Don;876;0
Don;891;0
Don;905;0
Don;920;1
Don;934;0
Don;949;0
Don;963;0
Don;978;0
Don;992;0
Don;1007;0
Don;1021;0
Don;1036;0
Don;1050;0
Don;1065;0
Don;1079;0
Don;1094;0
Don;1108;0
Don;1123;1
Don;1137;0
Don;1152;0
Don;1166;0
Don;1181;0
Don;1195;0
Don;1210;0
Don;1224;0
Don;1239;0
Don;1253;0
Don;1268;0
Don;1282;0
Don;1297;0
Don;1311;0
Don;1326;0
Don;1340;0
Don;1355;0
Don;1369;0
Don;1384;0
Don;1398;0
Don;1413;0
Don;1427;0
Don;1442;0
Don;1456;0
Don;1471;0
Don;1485;0
Don;1500;3


Parameters of the Doff generation
Type=5, min=1000, max=1950000
Lambda=0.28, k=0.74, alpha=0.36, xm=1, avg=975000, sigma=195000
Internal stats of the Doff generation: 100000 values, mean=975092

Distribution of the Doff generation
Distrib_type;Start_of_range;Number_of_times
Doff;1000;0
Doff;20490;0
Doff;39980;0
Doff;59470;0
Doff;78960;0
Doff;98450;0
Doff;117940;0
Doff;137430;1
Doff;156920;0
Doff;176410;2
Doff;195900;2
Doff;215390;3
Doff;234880;2
Doff;254370;4
Doff;273860;3
Doff;293350;13
Doff;312840;12
Doff;332330;19
Doff;351820;28
Doff;371310;43
Doff;390800;43
Doff;410290;66
Doff;429780;121
Doff;449270;121
Doff;468760;142
Doff;488250;215
Doff;507740;253
Doff;527230;337
Doff;546720;434
Doff;566210;476
Doff;585700;616
Doff;605190;699
Doff;624680;891
Doff;644170;1000
Doff;663660;1167
Doff;683150;1413
Doff;702640;1623
Doff;722130;1814
Doff;741620;1998
Doff;761110;2262
Doff;780600;2572
Doff;800090;2836
Doff;819580;2935
Doff;839070;3251
Doff;858560;3391
Doff;878050;3658
Doff;897540;3759
Doff;917030;3830
Doff;936520;3864
Doff;956010;4006
Doff;975500;4031
Doff;994990;3999
Doff;1014480;3815
Doff;1033970;3782
Doff;1053460;3620
Doff;1072950;3393
Doff;1092440;3296
Doff;1111930;3060
Doff;1131420;2719
Doff;1150910;2663
Doff;1170400;2257
Doff;1189890;2065
Doff;1209380;1793
Doff;1228870;1582
Doff;1248360;1369
Doff;1267850;1184
Doff;1287340;1009
Doff;1306830;906
Doff;1326320;767
Doff;1345810;568
Doff;1365300;483
Doff;1384790;390
Doff;1404280;306
Doff;1423770;231
Doff;1443260;205
Doff;1462750;132
Doff;1482240;109
Doff;1501730;95
Doff;1521220;62
Doff;1540710;54
Doff;1560200;47
Doff;1579690;26
Doff;1599180;19
Doff;1618670;16
Doff;1638160;4
Doff;1657650;5
Doff;1677140;4
Doff;1696630;3
Doff;1716120;2
Doff;1735610;1
Doff;1755100;2
Doff;1774590;1
Doff;1794080;0
Doff;1813570;0
Doff;1833060;0
Doff;1852550;0
Doff;1872040;0
Doff;1891530;0
Doff;1911020;0
Doff;1930510;0
Doff;1950000;0




User ID: 130


Parameters of the Don generation
Type=7, min=50, max=1500
Lambda=1, k=1, alpha=1.1, xm=0.081, avg=750, sigma=150
Internal stats of the Don generation: 100000 values, mean=50.1667

Distribution of the Don generation
Distrib_type;Start_of_range;Number_of_times
Don;50;99930
Don;64;13
Don;79;10
Don;93;7
Don;108;7
Don;122;2
Don;137;4
Don;151;3
Don;166;1
Don;180;1
Don;195;1
Don;209;2
Don;224;0
Don;238;3
Don;253;1
Don;267;0
Don;282;2
Don;296;0
Don;311;1
Don;325;0
Don;340;0
Don;354;2
Don;369;0
Don;383;0
Don;398;0
Don;412;0
Don;427;0
Don;441;0
Don;456;0
Don;470;0
Don;485;0
Don;499;0
Don;514;0
Don;528;1
Don;543;0
Don;557;0
Don;572;0
Don;586;0
Don;601;0
Don;615;0
Don;630;0
Don;644;0
Don;659;0
Don;673;0
Don;688;1
Don;702;0
Don;717;0
Don;731;0
Don;746;0
Don;760;0
Don;775;0
Don;789;1
Don;804;0
Don;818;0
Don;833;1
Don;847;0
Don;862;0
Don;876;0
Don;891;0
Don;905;0
Don;920;0
Don;934;0
Don;949;0
Don;963;0
Don;978;0
Don;992;0
Don;1007;0
Don;1021;0
Don;1036;0
Don;1050;0
Don;1065;0
Don;1079;0
Don;1094;0
Don;1108;0
Don;1123;0
Don;1137;0
Don;1152;0
Don;1166;0
Don;1181;0
Don;1195;0
Don;1210;0
Don;1224;0
Don;1239;0
Don;1253;0
Don;1268;0
Don;1282;0
Don;1297;0
Don;1311;0
Don;1326;0
Don;1340;0
Don;1355;0
Don;1369;0
Don;1384;0
Don;1398;0
Don;1413;0
Don;1427;0
Don;1442;0
Don;1456;0
Don;1471;0
Don;1485;0
Don;1500;6


Parameters of the Doff generation
Type=5, min=1000, max=1950000
Lambda=0.28, k=0.74, alpha=0.36, xm=1, avg=975000, sigma=195000
Internal stats of the Doff generation: 100000 values, mean=975475

Distribution of the Doff generation
Distrib_type;Start_of_range;Number_of_times
Doff;1000;0
Doff;20490;0
Doff;39980;0
Doff;59470;0
Doff;78960;0
Doff;98450;0
Doff;117940;0
Doff;137430;0
Doff;156920;0
Doff;176410;1
Doff;195900;1
Doff;215390;2
Doff;234880;2
Doff;254370;6
Doff;273860;8
Doff;293350;10
Doff;312840;15
Doff;332330;25
Doff;351820;35
Doff;371310;37
Doff;390800;48
Doff;410290;56
Doff;429780;91
Doff;449270;119
Doff;468760;140
Doff;488250;212
Doff;507740;254
Doff;527230;294
Doff;546720;399
Doff;566210;475
Doff;585700;576
Doff;605190;722
Doff;624680;907
Doff;644170;999
Doff;663660;1195
Doff;683150;1401
Doff;702640;1596
Doff;722130;1868
Doff;741620;2062
Doff;761110;2313
Doff;780600;2502
Doff;800090;2781
Doff;819580;3008
Doff;839070;3271
Doff;858560;3415
Doff;878050;3574
Doff;897540;3686
Doff;917030;3845
Doff;936520;3920
Doff;956010;4063
Doff;975500;3945
Doff;994990;4051
Doff;1014480;3968
Doff;1033970;3732
Doff;1053460;3595
Doff;1072950;3461
Doff;1092440;3295
Doff;1111930;3010
Doff;1131420;2695
Doff;1150910;2526
Doff;1170400;2284
Doff;1189890;2048
Doff;1209380;1785
Doff;1228870;1691
Doff;1248360;1327
Doff;1267850;1183
Doff;1287340;1032
Doff;1306830;836
Doff;1326320;737
Doff;1345810;624
Doff;1365300;506
Doff;1384790;370
Doff;1404280;317
Doff;1423770;248
Doff;1443260;181
Doff;1462750;163
Doff;1482240;114
Doff;1501730;93
Doff;1521220;52
Doff;1540710;43
Doff;1560200;41
Doff;1579690;27
Doff;1599180;24
Doff;1618670;16
Doff;1638160;10
Doff;1657650;12
Doff;1677140;5
Doff;1696630;8
Doff;1716120;5
Doff;1735610;3
Doff;1755100;0
Doff;1774590;1
Doff;1794080;0
Doff;1813570;1
Doff;1833060;0
Doff;1852550;0
Doff;1872040;0
Doff;1891530;0
Doff;1911020;0
Doff;1930510;0
Doff;1950000;1




User ID: 131


Parameters of the Don generation
Type=7, min=50, max=1500
Lambda=1, k=1, alpha=1.1, xm=0.081, avg=750, sigma=150
Internal stats of the Don generation: 100000 values, mean=50.116

Distribution of the Don generation
Distrib_type;Start_of_range;Number_of_times
Don;50;99928
Don;64;18
Don;79;7
Don;93;4
Don;108;6
Don;122;4
Don;137;4
Don;151;0
Don;166;3
Don;180;4
Don;195;5
Don;209;0
Don;224;2
Don;238;2
Don;253;0
Don;267;1
Don;282;0
Don;296;2
Don;311;1
Don;325;1
Don;340;1
Don;354;0
Don;369;0
Don;383;1
Don;398;1
Don;412;1
Don;427;0
Don;441;0
Don;456;0
Don;470;0
Don;485;0
Don;499;0
Don;514;0
Don;528;0
Don;543;0
Don;557;1
Don;572;0
Don;586;0
Don;601;0
Don;615;0
Don;630;0
Don;644;0
Don;659;0
Don;673;0
Don;688;0
Don;702;0
Don;717;0
Don;731;0
Don;746;0
Don;760;0
Don;775;0
Don;789;0
Don;804;0
Don;818;0
Don;833;0
Don;847;0
Don;862;0
Don;876;0
Don;891;0
Don;905;0
Don;920;0
Don;934;0
Don;949;0
Don;963;0
Don;978;0
Don;992;0
Don;1007;0
Don;1021;0
Don;1036;0
Don;1050;0
Don;1065;0
Don;1079;0
Don;1094;0
Don;1108;0
Don;1123;1
Don;1137;0
Don;1152;0
Don;1166;0
Don;1181;0
Don;1195;0
Don;1210;0
Don;1224;0
Don;1239;0
Don;1253;0
Don;1268;0
Don;1282;0
Don;1297;0
Don;1311;0
Don;1326;0
Don;1340;0
Don;1355;0
Don;1369;0
Don;1384;0
Don;1398;0
Don;1413;0
Don;1427;0
Don;1442;0
Don;1456;0
Don;1471;0
Don;1485;0
Don;1500;2


Parameters of the Doff generation
Type=5, min=1000, max=1950000
Lambda=0.28, k=0.74, alpha=0.36, xm=1, avg=975000, sigma=195000
Internal stats of the Doff generation: 100000 values, mean=975818

Distribution of the Doff generation
Distrib_type;Start_of_range;Number_of_times
Doff;1000;0
Doff;20490;0
Doff;39980;0
Doff;59470;0
Doff;78960;0
Doff;98450;0
Doff;117940;1
Doff;137430;0
Doff;156920;1
Doff;176410;1
Doff;195900;2
Doff;215390;3
Doff;234880;3
Doff;254370;2
Doff;273860;14
Doff;293350;10
Doff;312840;6
Doff;332330;12
Doff;351820;28
Doff;371310;33
Doff;390800;52
Doff;410290;59
Doff;429780;94
Doff;449270;119
Doff;468760;152
Doff;488250;213
Doff;507740;270
Doff;527230;321
Doff;546720;373
Doff;566210;481
Doff;585700;656
Doff;605190;695
Doff;624680;835
Doff;644170;1022
Doff;663660;1141
Doff;683150;1373
Doff;702640;1583
Doff;722130;1857
Doff;741620;1996
Doff;761110;2308
Doff;780600;2586
Doff;800090;2730
Doff;819580;3057
Doff;839070;3212
Doff;858560;3390
Doff;878050;3663
Doff;897540;3727
Doff;917030;3937
Doff;936520;3912
Doff;956010;4002
Doff;975500;4079
Doff;994990;4021
Doff;1014480;3936
Doff;1033970;3730
Doff;1053460;3635
Doff;1072950;3363
Doff;1092440;3216
Doff;1111930;2972
Doff;1131420;2744
Doff;1150910;2417
Doff;1170400;2262
Doff;1189890;2019
Doff;1209380;1839
Doff;1228870;1672
Doff;1248360;1416
Doff;1267850;1230
Doff;1287340;1048
Doff;1306830;858
Doff;1326320;743
Doff;1345810;565
Doff;1365300;512
Doff;1384790;414
Doff;1404280;322
Doff;1423770;246
Doff;1443260;206
Doff;1462750;172
Doff;1482240;116
Doff;1501730;89
Doff;1521220;76
Doff;1540710;48
Doff;1560200;27
Doff;1579690;21
Doff;1599180;12
Doff;1618670;16
Doff;1638160;4
Doff;1657650;6
Doff;1677140;5
Doff;1696630;6
Doff;1716120;1
Doff;1735610;2
Doff;1755100;0
Doff;1774590;1
Doff;1794080;1
Doff;1813570;0
Doff;1833060;0
Doff;1852550;0
Doff;1872040;0
Doff;1891530;0
Doff;1911020;0
Doff;1930510;0
Doff;1950000;0




User ID: 132


Parameters of the Don generation
Type=7, min=50, max=1500
Lambda=1, k=1, alpha=1.1, xm=0.081, avg=750, sigma=150
Internal stats of the Don generation: 100000 values, mean=50.1061

Distribution of the Don generation
Distrib_type;Start_of_range;Number_of_times
Don;50;99926
Don;64;11
Don;79;9
Don;93;9
Don;108;8
Don;122;4
Don;137;1
Don;151;1
Don;166;2
Don;180;5
Don;195;3
Don;209;3
Don;224;0
Don;238;1
Don;253;1
Don;267;4
Don;282;1
Don;296;1
Don;311;0
Don;325;1
Don;340;1
Don;354;1
Don;369;0
Don;383;0
Don;398;0
Don;412;1
Don;427;0
Don;441;0
Don;456;1
Don;470;1
Don;485;1
Don;499;0
Don;514;0
Don;528;0
Don;543;0
Don;557;1
Don;572;1
Don;586;0
Don;601;0
Don;615;0
Don;630;0
Don;644;0
Don;659;0
Don;673;0
Don;688;0
Don;702;0
Don;717;0
Don;731;0
Don;746;0
Don;760;0
Don;775;0
Don;789;0
Don;804;0
Don;818;0
Don;833;0
Don;847;0
Don;862;0
Don;876;0
Don;891;0
Don;905;0
Don;920;0
Don;934;0
Don;949;0
Don;963;0
Don;978;0
Don;992;0
Don;1007;0
Don;1021;0
Don;1036;0
Don;1050;0
Don;1065;0
Don;1079;0
Don;1094;0
Don;1108;0
Don;1123;1
Don;1137;0
Don;1152;0
Don;1166;0
Don;1181;0
Don;1195;0
Don;1210;0
Don;1224;0
Don;1239;0
Don;1253;0
Don;1268;0
Don;1282;0
Don;1297;0
Don;1311;0
Don;1326;0
Don;1340;0
Don;1355;0
Don;1369;0
Don;1384;0
Don;1398;0
Don;1413;0
Don;1427;0
Don;1442;0
Don;1456;0
Don;1471;0
Don;1485;0
Don;1500;0


Parameters of the Doff generation
Type=5, min=1000, max=1950000
Lambda=0.28, k=0.74, alpha=0.36, xm=1, avg=975000, sigma=195000
Internal stats of the Doff generation: 100000 values, mean=975070

Distribution of the Doff generation
Distrib_type;Start_of_range;Number_of_times
Doff;1000;0
Doff;20490;0
Doff;39980;0
Doff;59470;0
Doff;78960;0
Doff;98450;0
Doff;117940;0
Doff;137430;1
Doff;156920;0
Doff;176410;1
Doff;195900;1
Doff;215390;3
Doff;234880;4
Doff;254370;4
Doff;273860;2
Doff;293350;11
Doff;312840;16
Doff;332330;19
Doff;351820;22
Doff;371310;36
Doff;390800;49
Doff;410290;71
Doff;429780;83
Doff;449270;151
Doff;468760;169
Doff;488250;213
Doff;507740;233
Doff;527230;318
Doff;546720;425
Doff;566210;495
Doff;585700;636
Doff;605190;683
Doff;624680;930
Doff;644170;1010
Doff;663660;1175
Doff;683150;1359
Doff;702640;1580
Doff;722130;1851
Doff;741620;2086
Doff;761110;2273
Doff;780600;2541
Doff;800090;2771
Doff;819580;3030
Doff;839070;3237
Doff;858560;3432
Doff;878050;3613
Doff;897540;3728
Doff;917030;3723
Doff;936520;3890
Doff;956010;3980
Doff;975500;3871
Doff;994990;4057
Doff;1014480;3906
Doff;1033970;3802
Doff;1053460;3630
Doff;1072950;3452
Doff;1092440;3327
Doff;1111930;3073
Doff;1131420;2828
Doff;1150910;2636
Doff;1170400;2257
Doff;1189890;2018
Doff;1209380;1779
Doff;1228870;1573
Doff;1248360;1385
Doff;1267850;1191
Doff;1287340;1020
Doff;1306830;827
Doff;1326320;710
Doff;1345810;565
Doff;1365300;482
Doff;1384790;381
Doff;1404280;283
Doff;1423770;260
Doff;1443260;209
Doff;1462750;147
Doff;1482240;121
Doff;1501730;105
Doff;1521220;65
Doff;1540710;57
Doff;1560200;31
Doff;1579690;29
Doff;1599180;18
Doff;1618670;19
Doff;1638160;12
Doff;1657650;5
Doff;1677140;8
Doff;1696630;3
Doff;1716120;1
Doff;1735610;1
Doff;1755100;0
Doff;1774590;0
Doff;1794080;1
Doff;1813570;0
Doff;1833060;0
Doff;1852550;0
Doff;1872040;0
Doff;1891530;0
Doff;1911020;0
Doff;1930510;0
Doff;1950000;0




User ID: 133


Parameters of the Don generation
Type=7, min=50, max=1500
Lambda=1, k=1, alpha=1.1, xm=0.081, avg=750, sigma=150
Internal stats of the Don generation: 100000 values, mean=50.1579

Distribution of the Don generation
Distrib_type;Start_of_range;Number_of_times
Don;50;99934
Don;64;13
Don;79;13
Don;93;7
Don;108;6
Don;122;2
Don;137;1
Don;151;5
Don;166;0
Don;180;1
Don;195;1
Don;209;0
Don;224;1
Don;238;1
Don;253;0
Don;267;0
Don;282;0
Don;296;1
Don;311;0
Don;325;0
Don;340;0
Don;354;1
Don;369;1
Don;383;1
Don;398;1
Don;412;0
Don;427;0
Don;441;1
Don;456;0
Don;470;0
Don;485;0
Don;499;0
Don;514;0
Don;528;0
Don;543;0
Don;557;1
Don;572;0
Don;586;0
Don;601;0
Don;615;0
Don;630;0
Don;644;0
