Time Scale; Number of Packets; Total data; 
473; 1696799; 85112449.000000; 
474; 1713415; 85945427.000000; 
475; 1696369; 85089435.000000; 
476; 1713457; 85947056.000000; 
477; 1707093; 85628062.000000; 
478; 1702226; 85384300.000000; 
479; 1714099; 85980991.000000; 
480; 1694406; 84993268.000000; 
481; 1714139; 85982925.000000; 
482; 1697399; 85142016.000000; 
483; 1713845; 85966488.000000; 
484; 1695219; 85032417.000000; 
485; 1713469; 85950688.000000; 
486; 3427027; 85951576.000000; 
487; 1693233; 84933320.000000; 
488; 1714544; 86003318.000000; 
489; 1695473; 85045829.000000; 
490; 1714019; 85976609.000000; 
491; 1696778; 85110313.000000; 
492; 1714182; 85983687.000000; 
493; 1700207; 85284057.000000; 
494; 1705442; 85546010.000000; 
495; 1712464; 85898913.000000; 
496; 1697169; 85133237.000000; 
497; 1713458; 85947112.000000; 
498; 1696260; 85085429.000000; 
499; 1714125; 85980413.000000; 
500; 1696322; 85088686.000000; 
501; 1713777; 85962447.000000; 
502; 1711291; 85838375.000000; 
503; 1699246; 85240962.000000; 
504; 1714638; 86006060.000000; 
505; 1696540; 85098712.000000; 
506; 1714574; 86003228.000000; 
507; 1697006; 85122548.000000; 
508; 1713195; 85935319.000000; 
509; 1701213; 85334619.000000; 
510; 1707328; 85639734.000000; 
511; 1714330; 85990859.000000; 
512; 1694659; 85003425.000000; 
513; 1713552; 85951913.000000; 
514; 1691558; 84849532.000000; 
515; 1705805; 85563962.000000; 
516; 1691094; 84826061.000000; 
517; 1705122; 85529002.000000; 
518; 1698749; 85209917.000000; 
519; 1692038; 84871884.000000; 
520; 1706285; 85588289.000000; 
521; 1688278; 84684592.000000; 
522; 1705843; 85565038.000000; 
523; 1689672; 84754838.000000; 
524; 1704862; 85515844.000000; 
525; 1691023; 84822452.000000; 
526; 1703673; 85456231.000000; 
527; 1705122; 85529573.000000; 
528; 1687492; 84644753.000000; 
529; 1704113; 85478636.000000; 
530; 1686794; 84609906.000000; 
531; 1705509; 85548701.000000; 
532; 1688435; 84691576.000000; 
533; 1704587; 85503094.000000; 
534; 1695921; 85065308.000000; 
535; 1697039; 85125223.000000; 
536; 1705449; 85545422.000000; 
537; 1687466; 84643991.000000; 
538; 1705662; 85556276.000000; 
539; 3397261; 84849917.000000; 
540; 1705322; 85540266.000000; 
541; 1688668; 84706043.000000; 
542; 1705891; 85569676.000000; 
543; 1704558; 85504696.000000; 
544; 1689324; 84738978.000000; 
545; 1703930; 85472869.000000; 
546; 1690423; 84791080.000000; 
547; 1705599; 85552625.000000; 
548; 3395690; 84773744.000000; 
549; 1705791; 85562861.000000; 
550; 1695411; 85043046.000000; 
551; 1697969; 85171043.000000; 
552; 1706182; 85582915.000000; 
553; 3393424; 84631802.000000; 
554; 1706179; 85582194.000000; 
555; 1687610; 84650930.000000; 
556; 1706567; 85601779.000000; 
557; 1686497; 84597478.000000; 
558; 1705771; 85561521.000000; 
559; 1702207; 85383155.000000; 
560; 1691191; 84831404.000000; 
561; 1705490; 85547452.000000; 
